Year,Firstname,Lastname,Category,Prize_Share,Motivation,Laureate_Id,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Birth_Year
2011,Tomas,Tranströmer,Literature,1,because through his condensed translucent images he gives us fresh access to reality,868,male,1931-04-15,Sweden,Stockholm,SE,2015-03-26,Sweden,Stockholm,SE,,,,1931
2011,Dan,Shechtman,Chemistry,1,for the discovery of quasicrystals,867,male,1941-01-24,British Mandate of Palestine (now Israel),Tel Aviv,IL,,,,,Technion - Israel Institute of Technology,Haifa,Israel,1941
2011,Thomas J.,Sargent,Economics,2,for their empirical research on cause and effect in the macroeconomy,872,male,1943-07-19,USA,Pasadena CA,US,,,,,New York University,New York NY,USA,1943
2011,Brian P.,Schmidt,Physics,4,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,865,male,1967-02-24,USA,Missoula MT,US,,,,,Australian National University,Weston Creek,Australia,1967
2011,Saul,Perlmutter,Physics,2,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,864,male,,USA,Champaign-Urbana IL,US,,,,,Lawrence Berkeley National Laboratory,Berkeley CA,USA,1959
2011,Ralph M.,Steinman,Medicine,2,for his discovery of the dendritic cell and its role in adaptive immunity,863,male,1943-01-14,Canada,Montreal,CA,2011-09-30,USA,New York NY,US,Rockefeller University,New York NY,USA,1943
2011,Jules A.,Hoffmann,Medicine,4,for their discoveries concerning the activation of innate immunity,862,male,1941-08-02,Luxembourg,Echternach,LU,,,,,University of Strasbourg,Strasbourg,France,1941
2011,Bruce A.,Beutler,Medicine,4,for their discoveries concerning the activation of innate immunity,861,male,1957-12-29,USA,Chicago IL,US,,,,,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1957
2011,Adam G.,Riess,Physics,4,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae,866,male,1969-12-16,USA,Washington D.C.,US,,,,,Johns Hopkins University,Baltimore MD,USA,1969
2012,Lloyd S.,Shapley,Economics,2,for the theory of stable allocations and the practice of market design,883,male,1923-06-02,USA,Cambridge MA,US,2016-03-12,USA,Tucson AZ,US,University of California,Los Angeles CA,USA,1923
2012,Alvin E.,Roth,Economics,2,for the theory of stable allocations and the practice of market design,882,male,1951-12-18,USA,New York NY,US,,,,,Harvard University,Cambridge MA,USA,1951
2012,European Union,,Peace,1,for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe,881,org,,,,,,,,,,,,1952
2012,Mo,Yan,Literature,1,who with hallucinatory realism merges folk tales history and the contemporary,880,male,1955-02-02,China,Gaomi,CN,,,,,,,,1955
2012,Brian,Kobilka,Chemistry,2,for studies of G-protein-coupled receptors,879,male,1955-05-30,USA,Little Falls MN,US,,,,,Stanford University School of Medicine,Stanford CA,USA,1955
2012,Robert J.,Lefkowitz,Chemistry,2,for studies of G-protein-coupled receptors,878,male,1943-04-15,USA,New York NY,US,,,,,Howard Hughes Medical Institute,,USA,1943
2012,Serge,Haroche,Physics,2,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,876,male,1944-09-11,Morocco,Casablanca,MA,,,,,Collège de France,Paris,France,1944
2012,Shinya,Yamanaka,Medicine,2,for the discovery that mature cells can be reprogrammed to become pluripotent,875,male,1962-09-04,Japan,Osaka,JP,,,,,Kyoto University,Kyoto,Japan,1962
2012,Sir John B.,Gurdon,Medicine,2,for the discovery that mature cells can be reprogrammed to become pluripotent,874,male,1933-10-02,United Kingdom,Dippenhall,GB,,,,,Gurdon Institute,Cambridge,United Kingdom,1933
2012,David J.,Wineland,Physics,2,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,877,male,1944-02-24,USA,Milwaukee WI,US,,,,,National Institute of Standards and Technology,Boulder CO,USA,1944
2013,Robert J.,Shiller,Economics,3,for their empirical analysis of asset prices,896,male,1946-03-29,USA,Detroit MI,US,,,,,Yale University,New Haven CT,USA,1946
2013,Arieh,Warshel,Chemistry,3,for the development of multiscale models for complex chemical systems,891,male,1940-11-20,British Mandate of Palestine (now Israel),Kibbutz Sde-Nahum,IL,,,,,University of Southern California,Los Angeles CA,USA,1940
2013,Lars Peter,Hansen,Economics,3,for their empirical analysis of asset prices,895,male,1952-10-26,USA,Urbana IL,US,,,,,University of Chicago,Chicago IL,USA,1952
2013,Eugene F.,Fama,Economics,3,for their empirical analysis of asset prices,894,male,1939-02-14,USA,Boston MA,US,,,,,University of Chicago,Chicago IL,USA,1939
2013,Organisation for the Prohibition of Chemical Weapons,,Peace,1,for its extensive efforts to eliminate chemical weapons,893,org,,,,,,,,,,,,1997
2013,Alice,Munro,Literature,1,master of the contemporary short story,892,female,1931-07-10,Canada,Wingham,CA,,,,,,,,1931
2013,Michael,Levitt,Chemistry,3,for the development of multiscale models for complex chemical systems,890,male,1947-05-09,South Africa,Pretoria,ZA,,,,,Stanford University School of Medicine,Stanford CA,USA,1947
2013,Martin,Karplus,Chemistry,3,for the development of multiscale models for complex chemical systems,889,male,1930-03-15,Austria,Vienna,AT,,,,,Université de Strasbourg,Strasbourg,France,1930
2013,Peter,Higgs,Physics,2,for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider,888,male,1929-05-29,United Kingdom,Newcastle upon Tyne,GB,,,,,University of Edinburgh,Edinburgh,United Kingdom,1929
2013,François,Englert,Physics,2,for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider,887,male,1932-11-06,Belgium,Etterbeek,BE,,,,,Université Libre de Bruxelles,Brussels,Belgium,1932
2013,Thomas C.,Südhof,Medicine,3,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells,886,male,1955-12-22,Germany,Göttingen,DE,,,,,Stanford University,Stanford CA,USA,1955
2013,Randy W.,Schekman,Medicine,3,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells,885,male,1948-12-30,USA,St. Paul MN,US,,,,,University of California,Berkeley CA,USA,1948
2013,James E.,Rothman,Medicine,3,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells,884,male,1950-11-03,USA,Haverhill MA,US,,,,,Yale University,New Haven CT,USA,1950
2014,Jean,Tirole,Economics,1,for his analysis of market power and regulation,915,male,1953-08-09,France,Troyes,FR,,,,,Toulouse School of Economics (TSE),Toulouse,France,1953
2014,Malala,Yousafzai,Peace,2,for their struggle against the suppression of children and young people and for the right of all children to education,914,female,1997-07-12,Pakistan,Mingora,PK,,,,,,,,1997
2014,Patrick,Modiano,Literature,1,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation",912,male,1945-07-30,France,Paris,FR,,,,,,,,1945
2014,William E.,Moerner,Chemistry,3,for the development of super-resolved fluorescence microscopy,911,male,1953-06-24,USA,Pleasanton CA,US,,,,,Stanford University,Stanford CA,USA,1953
2014,Stefan W.,Hell,Chemistry,3,for the development of super-resolved fluorescence microscopy,910,male,1962-12-23,Romania,Arad,RO,,,,,Max Planck Institute for Biophysical Chemistry,Göttingen,Germany,1962
2014,Eric,Betzig,Chemistry,3,for the development of super-resolved fluorescence microscopy,909,male,1960-01-13,USA,Ann Arbor MI,US,,,,,Janelia Research Campus Howard Hughes Medical Institute,Ashburn VA,USA,1960
2014,Kailash,Satyarthi,Peace,2,for their struggle against the suppression of children and young people and for the right of all children to education,913,male,1954-01-11,India,Vidisha,IN,,,,,,,,1954
2014,Hiroshi,Amano,Physics,3,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,907,male,1960-09-11,Japan,Hamamatsu,JP,,,,,Nagoya University,Nagoya,Japan,1960
2014,Isamu,Akasaki,Physics,3,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,906,male,1929-01-30,Japan,Chiran,JP,2021-04-01,Japan,Nagoya,JP,Meijo University,Nagoya,Japan,1929
2014,Edvard I.,Moser,Medicine,4,for their discoveries of cells that constitute a positioning system in the brain,905,male,1962-04-27,Norway,Ålesund,NO,,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,1962
2014,May-Britt,Moser,Medicine,4,for their discoveries of cells that constitute a positioning system in the brain,904,female,1963-01-04,Norway,Fosnavåg,NO,,,,,Norwegian University of Science and Technology (NTNU),Trondheim,Norway,1963
2014,John,O'Keefe,Medicine,2,for their discoveries of cells that constitute a positioning system in the brain,903,male,1939-11-18,USA,New York NY,US,,,,,University College,London,United Kingdom,1939
2014,Shuji,Nakamura,Physics,3,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources,908,male,1954-05-22,Japan,Ikata,JP,,,,,University of California,Santa Barbara CA,USA,1954
2015,Angus,Deaton,Economics,1,for his analysis of consumption poverty and welfare,926,male,1945-10-19,Scotland,Edinburgh,GB,,,,,Princeton University,Princeton NJ,USA,1945
2015,National Dialogue Quartet,,Peace,1,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011,925,org,,,,,,,,,,,,2013
2015,Svetlana,Alexievich,Literature,1,for her polyphonic writings a monument to suffering and courage in our time,924,female,1948-05-31,Ukraine,Ivano-Frankivsk,UA,,,,,,,,1948
2015,Aziz,Sancar,Chemistry,3,for mechanistic studies of DNA repair,923,male,1946-09-08,Turkey,Savur,TR,,,,,University of North Carolina,Chapel Hill NC,USA,1946
2015,Paul,Modrich,Chemistry,3,for mechanistic studies of DNA repair,922,male,1946-06-13,USA,Raton NM,US,,,,,Howard Hughes Medical Institute,Durham NC,USA,1946
2015,Tomas,Lindahl,Chemistry,3,for mechanistic studies of DNA repair,921,male,1938-01-28,Sweden,Stockholm,SE,,,,,Francis Crick Institute,Hertfordshire,United Kingdom,1938
2015,Takaaki,Kajita,Physics,2,for the discovery of neutrino oscillations which shows that neutrinos have mass,919,male,1959-03-09,Japan,Higashimatsuyama,JP,,,,,University of Tokyo,Kashiwa,Japan,1959
2015,Youyou,Tu,Medicine,2,for her discoveries concerning a novel therapy against Malaria,918,female,1930-12-30,China,Zhejiang Ningbo,CN,,,,,China Academy of Traditional Chinese Medicine,Beijing,China,1930
2015,Satoshi,Ōmura,Medicine,4,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,917,male,1935-07-12,Japan,Yamanashi Prefecture,JP,,,,,Kitasato University,Tokyo,Japan,1935
2015,William C.,Campbell,Medicine,4,for their discoveries concerning a novel therapy against infections caused by roundworm parasites,916,male,1930-06-28,Ireland,Ramelton,IE,,,,,Drew University,Madison NJ,USA,1930
2015,Arthur B.,McDonald,Physics,2,for the discovery of neutrino oscillations which shows that neutrinos have mass,920,male,1943-08-29,Canada,Sydney,CA,,,,,Queen's University,Kingston,Canada,1943
2016,Bengt,Holmström,Economics,2,for their contributions to contract theory,936,male,1949-04-18,Finland,Helsinki,FI,,,,,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1949
2016,Bernard L.,Feringa,Chemistry,3,for the design and synthesis of molecular machines,933,male,1951-05-18,the Netherlands,Barger-Compascuum,NL,,,,,University of Groningen,Groningen,the Netherlands,1951
2016,Oliver,Hart,Economics,2,for their contributions to contract theory,935,male,1948-10-09,United Kingdom,London,GB,,,,,Harvard University,Cambridge MA,USA,1948
2016,Juan Manuel,Santos,Peace,1,for his resolute efforts to bring the country's more than 50-year-long civil war to an end,934,male,1951-08-10,Colombia,Bogotá,CO,,,,,,,,1951
2016,Sir J. Fraser,Stoddart,Chemistry,3,for the design and synthesis of molecular machines,932,male,1942-05-24,United Kingdom,Edinburgh,GB,,,,,Northwestern University,Evanston IL,USA,1942
2016,Bob,Dylan,Literature,1,for having created new poetic expressions within the great American song tradition,937,male,1941-05-24,USA,Duluth MN,US,,,,,,,,1941
2016,J. Michael,Kosterlitz,Physics,4,for theoretical discoveries of topological phase transitions and topological phases of matter,930,male,1943-06-22,United Kingdom,Aberdeen,GB,,,,,Brown University,Providence RI,USA,1943
2016,F. Duncan M.,Haldane,Physics,4,for theoretical discoveries of topological phase transitions and topological phases of matter,929,male,1951-09-14,United Kingdom,London,GB,,,,,Princeton University,Princeton NJ,USA,1951
2016,David J.,Thouless,Physics,2,for theoretical discoveries of topological phase transitions and topological phases of matter,928,male,1934-09-21,United Kingdom,Bearsden,GB,2019-04-06,United Kingdom,Cambridge,GB,University of Washington,Seattle WA,USA,1934
2016,Yoshinori,Ohsumi,Medicine,1,for his discoveries of mechanisms for autophagy,927,male,1945-02-09,Japan,Fukuoka,JP,,,,,Tokyo Institute of Technology,Tokyo,Japan,1945
2016,Jean-Pierre,Sauvage,Chemistry,3,for the design and synthesis of molecular machines,931,male,1944-10-21,France,Paris,FR,,,,,University of Strasbourg,Strasbourg,France,1944
2017,International Campaign to Abolish Nuclear Weapons,,Peace,1,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons,948,org,,,,,,,,,,,,2007
2017,Kazuo,Ishiguro,Literature,1,who in novels of great emotional force has uncovered the abyss beneath our illusory sense of connection with the world,947,male,1954-11-08,Japan,Nagasaki,JP,,,,,,,,1954
2017,Richard,Henderson,Chemistry,3,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,946,male,1945-07-19,Scotland,Edinburgh,GB,,,,,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,1945
2017,Joachim,Frank,Chemistry,3,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,945,male,1940-09-12,Germany,Siegen,DE,,,,,Columbia University,New York NY,USA,1940
2017,Jacques,Dubochet,Chemistry,3,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution,944,male,1942-06-08,Switzerland,Aigle,CH,,,,,University of Lausanne,Lausanne,Switzerland,1942
2017,Kip S.,Thorne,Physics,4,for decisive contributions to the LIGO detector and the observation of gravitational waves,943,male,1940-06-01,USA,Logan UT,US,,,,,LIGO/VIRGO Collaboration,,,1940
